query ID	subject ID	evalue	Percent Identity	Moved	query location	subject location
YP_002344151.1	WP_002776581.1	2e-118	99.06	false	687263..687901	complement(1044004..1044642)
YP_002344152.1	WP_002776584.1	6e-130	88.67	false	complement(687925..688680)	1043210..1043980
YP_002344162.1	WP_002776622.1	2e-126	97.41	false	complement(704442..705125)	1033635..1034333
YP_002344163.1	WP_002844670.1	0.0	96.7	false	705450..707540	complement(1031221..1033311)
YP_002344164.1	WP_002776626.1	8e-152	98.86	false	707840..708634	complement(1030127..1030918)
YP_002344165.1	WP_002776629.1	4e-98	98.86	false	708631..709161	complement(1029600..1030130)
YP_002344166.1	WP_002776631.1	0.0	98.23	false	709183..711054	complement(1027706..1029577)
YP_002344167.1	WP_002776637.1	3e-171	83.78	false	711314..712336	complement(1025677..1026699)
YP_002344168.1	WP_002776640.1	3e-52	86.73	false	712406..712747	complement(1025266..1025607)
YP_002344169.1	WP_002780059.1	0.0	92.29	false	complement(712797..713966)	1023987..1025156
YP_002344170.1	WP_002780061.1	3e-105	88.35	false	complement(714138..714776)	1023204..1023836
YP_002344171.1	WP_002776646.1	0.0	96.4	false	complement(714777..716612)	1021368..1023203
YP_002344172.1	WP_002790447.1	0.0	89.46	false	complement(716609..717835)	1020145..1021371
YP_002344173.1	WP_002780065.1	3e-85	77.08	false	complement(717832..718410)	1019570..1020148
YP_002344174.1	WP_002776649.1	1e-79	86.08	false	complement(718401..718877)	1019103..1019579
YP_002344175.1	WP_002776650.1	1e-87	82.35	false	complement(718917..719480)	1018500..1019063
YP_002344177.1	WP_021033734.1	9e-125	83.72	false	complement(720223..720999)	1016988..1017764
YP_002344178.1	WP_002776657.1	4e-124	84.38	false	complement(721009..721779)	1016208..1016978
YP_002344179.1	WP_002776664.1	6e-126	84.82	false	complement(721828..722601)	1015380..1016153
YP_002344180.1	WP_002776665.1	4e-112	83.5	false	complement(722791..723702)	1014281..1015186
YP_002344181.1	WP_002776666.1	9e-180	89.88	false	complement(723699..724709)	1013274..1014284
YP_002344182.1	WP_021033733.1	0.0	89.66	false	complement(724714..727326)	1010656..1013268
YP_002344183.1	WP_002776668.1	3e-95	58.19	false	complement(727349..728371)	1009702..1010631
YP_002344184.1	WP_002776669.1	0.0	92.46	false	728500..730530	complement(1007550..1009580)
YP_002344186.1	WP_002776674.1	8e-85	92.64	false	731405..731932	complement(1006127..1006654)
YP_002344187.1	WP_002776675.1	0.0	96.21	false	732179..734953	complement(1003084..1005858)
YP_002344188.1	WP_002784911.1	1e-133	91.46	false	734971..735711	complement(1002326..1003066)
YP_002344189.1	WP_021033732.1	3e-123	79.62	false	735708..736490	complement(1001544..1002326)
YP_002344190.1	WP_002776680.1	6e-87	84.97	false	736487..737011	complement(1001023..1001544)
YP_002344191.1	WP_002776682.1	1e-132	74.01	false	737016..737930	complement(1000098..1001018)
YP_002344192.1	WP_002776683.1	1e-41	80	false	737923..738261	complement(999776..1000111)
YP_002344194.1	WP_002776688.1	2e-43	98.77	false	738526..738774	complement(997726..997971)
YP_002344195.1	WP_002797992.1	1e-53	74.7	false	738771..739262	complement(997232..997729)
YP_002344196.1	WP_002780402.1	2e-170	78.65	false	739231..740349	complement(996148..997263)
YP_002344197.1	WP_021033730.1	3e-146	87.96	false	740346..741170	complement(995323..996147)
YP_002344198.1	WP_002823095.1	0.0	88.33	true	complement(741167..742441)	894808..896076
YP_002344199.1	WP_002776918.1	4e-111	84.15	true	742477..743355	complement(893883..894629)
YP_002344200.1	WP_021033717.1	3e-171	88.46	true	743359..744378	complement(892867..893886)
YP_002344201.1	WP_002845263.1	6e-177	72.69	true	744495..745775	complement(969653..970981)
YP_002344202.1	WP_002785025.1	0.0	83.79	false	complement(745833..747260)	989092..990519
YP_002344203.1	WP_002780330.1	7e-88	65	false	complement(747261..747980)	988367..989098
YP_002344205.1	WP_002780332.1	3e-161	80.06	false	complement(748257..749297)	987051..988091
YP_002344206.1	WP_002776701.1	5e-87	83.61	false	complement(749307..749858)	986490..987041
YP_002344207.1	WP_021033727.1	0.0	73.43	false	complement(749834..751693)	984649..986514
YP_002344208.1	WP_002793420.1	0.0	88.61	false	751797..753248	complement(983094..984545)
YP_002344209.1	WP_002776706.1	0.0	79.57	false	753248..754636	complement(981712..983094)
YP_002344210.1	WP_002793421.1	0.0	78.3	false	754629..756371	complement(979978..981711)
YP_002344211.1	WP_002799651.1	2e-177	85.51	false	756403..757461	complement(978874..979932)
YP_002344212.1	WP_002776712.1	0.0	82.32	false	757458..758708	complement(977636..978877)
YP_002344213.1	WP_002776714.1	2e-168	94.97	false	758701..759597	complement(976737..977633)
YP_002344214.1	WP_002804156.1	2e-150	98.84	false	759597..760376	complement(975958..976737)
YP_002344215.1	WP_002776716.1	6e-34	78.22	false	complement(760417..760722)	975545..975850
YP_002344216.1	WP_002776717.1	7e-96	78.79	false	complement(760734..761330)	974937..975533
YP_002344217.1	WP_002776720.1	6e-102	74.07	false	761404..762144	complement(974117..974863)
YP_002344218.1	WP_002776725.1	5e-154	84.64	false	762148..763074	complement(973185..974117)
YP_002344219.1	WP_002810524.1	0.0	77.66	false	763071..764483	complement(971786..973198)
YP_002344220.1	WP_002829875.1	2e-115	82.01	false	764480..765199	complement(971070..971789)
YP_002344224.1	WP_002776733.1	1e-146	99.61	false	766692..767462	complement(968788..969558)
YP_002344225.1	WP_002780360.1	3e-40	98.67	false	767555..767782	complement(968462..968695)
YP_002344226.1	WP_002780361.1	4e-33	100	false	767808..768032	complement(968218..968442)
YP_002344227.1	WP_002776740.1	1e-127	93.12	false	complement(768029..768763)	967478..968221
YP_002344228.1	WP_002790410.1	0.0	96.27	false	768906..770195	complement(966048..967337)
YP_002344229.1	WP_002845260.1	0.0	84.38	false	770192..771346	complement(964897..966051)
YP_002344230.1	WP_002776746.1	2e-94	79.51	false	771343..771960	complement(964283..964900)
YP_002344231.1	WP_002780363.1	4e-114	86.49	false	771964..772632	complement(963612..964280)
YP_002344232.1	WP_002780364.1	7e-59	52.44	false	772629..773405	complement(962843..963622)
YP_002344233.1	WP_002776751.1	8e-169	82.99	false	773405..774430	complement(961821..962846)
YP_002344234.1	WP_002845257.1	1e-107	77.08	false	774427..775152	complement(961099..961821)
YP_002344235.1	WP_002780366.1	0.0	85.86	false	complement(775149..776360)	959891..961102
YP_002344236.1	WP_002841485.1	6e-38	50.37	false	complement(776360..776773)	959478..959897
YP_002344237.1	WP_002783766.1	2e-53	72.79	false	776892..777308	complement(958904..959314)
YP_002344238.1	WP_002790408.1	3e-158	76.75	false	complement(777295..778368)	957804..958892
YP_002344239.1	WP_002816956.1	0.0	87.46	false	complement(778365..780098)	956077..957807
YP_002344240.1	WP_002776763.1	1e-128	86.35	false	complement(780095..780844)	955331..956080
YP_002344241.1	WP_002845255.1	0.0	74.82	false	complement(780841..782079)	954093..955334
YP_002344242.1	WP_002845250.1	0.0	93.4	false	complement(782129..784675)	951488..954034
YP_002344243.1	WP_002788559.1	2e-54	73.15	false	784730..785182	complement(950957..951433)
YP_002344244.1	WP_021033726.1	1e-123	68.05	false	complement(785174..786115)	950037..950984
YP_002344245.1	WP_002783756.1	0.0	88.38	false	complement(786119..788005)	948149..950035
YP_002344247.1	WP_002788557.1	3e-150	89.64	false	complement(788205..789047)	947108..947950
YP_002344249.1	WP_002831975.1	3e-69	72.05	false	789636..790121	complement(946033..946518)
YP_002344250.1	WP_002826970.1	0.0	78.79	false	complement(790018..791643)	944508..946136
YP_002344251.1	WP_002788553.1	4e-36	91.4	false	complement(791640..791921)	944230..944511
YP_002344252.1	WP_002845247.1	0.0	90.49	false	complement(791924..793219)	942931..944226
YP_002344253.1	WP_002845242.1	1e-176	77.54	false	793305..794429	complement(941722..942846)
YP_002344254.1	WP_002845238.1	2e-135	84.59	false	794426..795226	complement(940925..941725)
YP_002344255.1	WP_002776788.1	1e-48	98.92	false	complement(795223..795504)	940647..940928
YP_002344256.1	WP_002783747.1	0.0	75.9	false	complement(795501..797660)	938356..940650
YP_002344257.1	WP_002776792.1	0.0	87.34	false	complement(797653..798840)	937176..938363
YP_002344258.1	WP_002776794.1	4e-51	59.28	false	complement(798818..799321)	936695..937198
YP_002344259.1	WP_002783745.1	9e-43	82.47	false	complement(799321..799650)	936400..936705
YP_002344260.1	WP_002790403.1	0.0	86.56	false	complement(799647..800921)	935129..936403
YP_002344261.1	WP_002776800.1	2e-52	80.87	false	complement(800918..801265)	934785..935132
YP_002344262.1	WP_002776802.1	1e-144	87.9	false	801345..802193	complement(933850..934707)
YP_002344263.1	WP_002776806.1	1e-154	91.49	false	802203..803051	complement(933001..933849)
YP_002344264.1	WP_002803654.1	5e-172	78.61	true	complement(803073..804233)	complement(871521..872687)
YP_002344265.1	WP_002776956.1	0.0	88.52	false	complement(804230..805486)	complement(872684..873940)
YP_002344267.1	WP_002794326.1	3e-114	71.78	false	806075..806947	874135..874995
YP_002344268.1	WP_002776954.1	2e-79	72.92	false	complement(806934..807500)	complement(874992..875570)
YP_002344269.1	WP_002778232.1	1e-31	30.39	true	complement(807497..809281)	complement(1391705..1392946)
YP_002344270.1	WP_002784737.1	0.0	90.65	false	complement(809271..810335)	complement(877334..878398)
YP_002344271.1	WP_021033714.1	7e-21	61.64	false	810963..811322	879808..880446
YP_002344272.1	WP_002784738.1	3e-88	63.64	false	811319..812119	879024..879719
YP_002344273.1	WP_021033714.1	8e-98	81.07	false	813675..814316	879808..880446
YP_002344279.1	WP_002776932.1	1e-97	80.95	false	complement(815669..816301)	complement(880699..881331)
YP_002344280.1	WP_002776930.1	8e-34	83.75	false	complement(816298..816540)	complement(881328..881570)
YP_002344281.1	WP_002776928.1	2e-176	85.84	false	complement(816524..817570)	complement(881551..882603)
YP_002344282.1	WP_002776926.1	0.0	94.07	false	complement(817579..819753)	complement(882612..884789)
YP_002344283.1	WP_002776925.1	8e-69	89.71	false	complement(819740..820150)	complement(884776..885186)
YP_002344284.1	WP_002781371.1	4e-45	95.56	false	820325..820597	885352..885624
YP_002344285.1	WP_002810865.1	0.0	79.27	false	complement(820683..823523)	complement(885695..888664)
YP_002344286.1	WP_002810866.1	0.0	95.07	false	complement(823633..825885)	complement(888775..891027)
YP_002344287.1	WP_002784331.1	0.0	85.07	false	complement(826268..828199)	869360..871291
YP_002344288.1	WP_002776969.1	5e-175	77.93	false	complement(828203..829492)	868068..869351
YP_002344289.1	WP_002776972.1	6e-107	84.55	false	complement(829486..830148)	867412..868074
YP_002344290.1	WP_021033712.1	0.0	93.93	false	complement(830135..831718)	865842..867425
YP_002344291.1	WP_002776976.1	5e-66	82.72	false	complement(831715..832203)	865357..865845
YP_002344292.1	WP_002776978.1	0.0	87.23	false	complement(832203..833873)	863684..865354
YP_002344293.1	WP_002781744.1	5e-152	92.73	false	complement(834005..834838)	862713..863543
YP_002344294.1	WP_002776983.1	0.0	79.21	false	complement(834828..836114)	861443..862723
YP_002344295.1	WP_002793741.1	0.0	78.91	false	complement(836111..838432)	859125..861446
YP_002344296.1	WP_002776986.1	0.0	90.61	false	complement(838429..839421)	858136..859128
YP_002344297.1	WP_002776987.1	5e-62	90.08	false	839544..839909	complement(857650..858015)
YP_002344298.1	WP_002776988.1	7e-89	84.66	false	complement(839939..840508)	857042..857611
YP_002344300.1	WP_002776991.1	1e-128	90.28	false	840763..841506	complement(856054..856797)
YP_002344301.1	WP_002793738.1	1e-122	85.12	false	841499..842227	complement(855333..856061)
YP_002344302.1	WP_002793736.1	0.0	87.34	false	complement(842255..843721)	853822..855306
YP_002344303.1	WP_002779589.1	3e-78	85.71	false	complement(843825..844292)	853249..853716
YP_002344304.1	WP_002786429.1	8e-141	70.21	false	complement(844295..845281)	852257..853246
YP_002344305.1	WP_002779591.1	8e-170	87.38	false	complement(845282..846259)	851280..852257
YP_002344306.1	WP_002841353.1	3e-33	69.47	false	846415..846885	complement(850643..850948)
YP_002344307.1	WP_002779593.1	2e-40	61.87	false	846971..847390	complement(850126..850542)
YP_002344308.1	WP_002794490.1	9e-57	62.67	false	847394..847846	complement(849670..850122)
YP_002344309.1	WP_002779595.1	9e-65	59.68	false	847843..848403	complement(849119..849673)
YP_002344310.1	WP_002799388.1	4e-151	85.28	false	complement(848410..849309)	848214..849113
YP_002344311.1	WP_002779597.1	4e-41	95.29	false	complement(849436..849732)	847796..848086
YP_002344312.1	WP_021033711.1	0.0	79.44	false	complement(849834..851666)	845877..847751
YP_002344313.1	WP_002828155.1	2e-73	94.12	false	851728..852141	complement(845399..845812)
YP_002344314.1	WP_002779600.1	3e-31	93.85	false	complement(852181..852378)	845156..845353
YP_002344315.1	WP_002784343.1	0.0	92.18	false	complement(852359..854470)	843064..845175
YP_002344316.1	WP_002839298.1	4e-176	96.76	false	complement(854637..855566)	841748..842677
YP_002344317.1	WP_002779603.1	1e-113	89.95	false	complement(855674..856333)	840988..841647
YP_002344318.1	WP_002779604.1	4e-133	88.4	false	complement(856344..857096)	840225..840977
YP_002344319.1	WP_002786433.1	6e-121	84.56	false	complement(857098..857877)	839444..840223
YP_002344320.1	WP_002784344.1	2e-137	95.04	false	complement(857899..858627)	838691..839419
YP_002344321.1	WP_002844882.1	2e-121	77.48	false	complement(858763..859551)	837740..838528
YP_002344322.1	WP_002779608.1	3e-91	82.61	false	complement(859567..860121)	837173..837727
YP_002344323.1	WP_002781710.1	2e-67	81.82	false	860287..860724	complement(836567..837004)
YP_002344324.1	WP_002779610.1	3e-56	95.45	false	860724..861056	complement(836235..836567)
YP_002344325.1	WP_002795326.1	2e-81	75.14	false	861053..861601	complement(835690..836238)
YP_002344326.1	WP_002781708.1	7e-81	73.87	false	861620..862216	complement(834985..835590)
YP_002344327.1	WP_002844879.1	0.0	90.48	false	862213..863664	complement(833544..834995)
YP_002344328.1	WP_002779614.1	0.0	93.19	false	863661..864764	complement(832444..833547)
YP_002344329.1	WP_021033710.1	0.0	88.04	false	complement(864786..866168)	831052..832437
YP_002344330.1	WP_002779616.1	0.0	88.93	false	complement(866178..867752)	829468..831042
YP_002344331.1	WP_002781704.1	0.0	85.52	false	complement(867765..869564)	827666..829459
YP_002344332.1	WP_002790562.1	0.0	80.94	false	complement(869596..870936)	826294..827643
YP_002344333.1	WP_002844875.1	0.0	84.68	false	complement(870949..872283)	824946..826280
YP_002344334.1	WP_002785015.1	8e-39	92.79	false	872516..872854	complement(824362..824700)
YP_002344335.1	WP_002780325.1	7e-142	83.11	true	873171..874082	complement(994255..995166)
YP_002344336.1	WP_002778051.1	2e-15	22.35	true	complement(874090..877602)	complement(1465510..1467417)
YP_002344337.1	WP_002776914.1	2e-30	48.39	false	complement(877647..878027)	897662..898039
YP_002344338.1	WP_002811266.1	2e-98	67.82	true	complement(878828..879613)	complement(896753..897538)
YP_002344339.1	WP_002782296.1	0.0	88.03	false	complement(879636..880841)	complement(899176..900381)
YP_002344340.1	WP_002782294.1	0.0	93.16	false	complement(880838..883426)	complement(900378..902966)
YP_002344341.1	WP_002800665.1	5e-70	72.19	false	883526..884035	903075..903584
YP_002344342.1	WP_002782291.1	1e-88	72.31	false	complement(884032..884766)	complement(903587..904285)
YP_002344343.1	WP_002782290.1	0.0	76.29	false	complement(884776..886119)	complement(904296..905639)
YP_002344344.1	WP_002782289.1	0.0	72.79	false	886168..887514	905688..907052
YP_002344345.1	WP_002782288.1	3e-157	86.9	false	complement(887526..888398)	complement(907089..907961)
YP_002344346.1	WP_002793726.1	4e-157	90.17	false	complement(888395..889282)	complement(907958..908845)
YP_002344347.1	WP_002776887.1	6e-170	85.85	false	complement(889279..890256)	complement(908842..909819)
YP_002344348.1	WP_002776884.1	1e-65	78.62	false	complement(890355..890789)	complement(909916..910353)
YP_002344351.1	WP_002818860.1	0.0	94.51	false	complement(892478..894010)	complement(912050..913582)
YP_002344352.1	WP_002799755.1	1e-134	91.02	false	complement(894013..894783)	complement(913698..914468)
YP_002344353.1	WP_021033720.1	0.0	92.17	false	complement(894780..896966)	complement(914465..916651)
YP_002344354.1	WP_002776871.1	0.0	82.58	false	complement(896977..898305)	complement(916662..917990)
YP_002344355.1	WP_002793731.1	3e-112	72.44	false	complement(898298..899116)	complement(917983..918834)
YP_002344356.1	WP_002776868.1	0.0	81.36	false	complement(899120..900706)	complement(918839..920434)
YP_002344357.1	WP_002793732.1	6e-48	76.32	false	complement(900703..901044)	complement(920431..920784)
YP_002344358.1	WP_002776865.1	2e-45	77.78	false	complement(901041..901367)	complement(920772..921098)
YP_002344359.1	WP_002776864.1	8e-20	100	false	complement(901364..901498)	complement(921095..921229)
YP_002344360.1	WP_002776833.1	9e-71	79.25	false	901629..902108	921369..921848
YP_002344363.1	WP_002776830.1	2e-55	78.23	false	complement(903892..904266)	complement(923638..924012)
YP_002344371.1	WP_004288431.1	4e-153	88.66	false	910711..911601	complement(820972..821847)
YP_002344372.1	WP_002825418.1	4e-95	86.24	false	911674..912252	complement(820320..820895)
YP_002344374.1	WP_002781916.1	3e-75	72.57	false	complement(912435..912962)	819606..820133
YP_002344375.1	WP_002825420.1	0.0	87.91	false	913030..914298	complement(818282..819550)
YP_002344376.1	WP_002844873.1	0.0	86.02	false	complement(914281..915528)	817052..818299
YP_002344377.1	WP_002844871.1	2e-148	89.61	false	complement(915568..916407)	816168..817007
YP_002344379.1	WP_002837794.1	5e-107	76.02	false	917836..918576	complement(814018..814758)
YP_002344380.1	WP_002794738.1	2e-68	39.01	true	complement(918580..919731)	complement(1151644..1152834)
YP_002344384.1	WP_002778970.1	2e-20	69.84	false	921188..921394	complement(813616..813819)
YP_002344385.1	WP_002844868.1	5e-45	45.6	false	complement(921397..922158)	812909..813613
YP_002344386.1	WP_002844867.1	0.0	89.07	false	complement(922155..923420)	811643..812908
YP_002344387.1	WP_021033709.1	0.0	89.36	false	complement(923422..924777)	810277..811632
YP_002344388.1	WP_002778979.1	1e-79	82.82	false	complement(924764..925255)	809799..810290
YP_002344389.1	WP_002778981.1	5e-145	83.17	false	complement(925252..926172)	808838..809749
YP_002344390.1	WP_002845355.1	2e-179	91.13	false	complement(926169..927152)	807858..808841
YP_002344391.1	WP_002778984.1	9e-97	87.57	false	927210..927770	complement(807241..807801)
YP_002344392.1	WP_002781929.1	2e-77	72.22	false	927771..928337	complement(806645..807244)
YP_002344393.1	WP_002845354.1	1e-79	70	false	complement(928353..928925)	806072..806644
YP_002344394.1	WP_002845353.1	4e-174	86.39	false	complement(929020..930117)	804886..805980
YP_002344395.1	WP_002778993.1	1e-133	79.79	false	930230..931111	complement(803861..804742)
YP_002344396.1	WP_002778994.1	0.0	93.89	false	931191..933059	complement(801921..803786)
YP_002344397.1	WP_002790467.1	1e-65	69.64	false	complement(933075..933587)	801411..801920
YP_002344398.1	WP_002778996.1	7e-63	78.98	false	complement(933584..934102)	800896..801414
YP_002344399.1	WP_002778997.1	3e-58	76.09	false	934201..934617	complement(800380..800796)
YP_002344400.1	WP_002778998.1	0.0	87.92	false	complement(934626..936242)	798721..800325
YP_002344401.1	WP_002779001.1	0.0	89.9	false	complement(936246..937496)	797468..798724
YP_002344402.1	WP_002779003.1	0.0	82.92	false	complement(937493..939064)	795900..797471
YP_002344403.1	WP_002779005.1	1e-171	82.62	false	complement(939061..940116)	794848..795903
YP_002344404.1	WP_002779007.1	0.0	78.33	false	complement(940162..941562)	793280..794680
YP_002344405.1	WP_002793940.1	0.0	85.71	false	941592..942713	complement(792117..793250)
YP_002344406.1	WP_002779011.1	2e-61	49.19	false	942715..943482	complement(791360..792130)
YP_002344408.1	WP_002794441.1	0.0	78.82	false	complement(944080..947325)	783382..786642
YP_002344409.1	WP_002782151.1	3e-125	93.94	false	complement(947343..948038)	782671..783366
YP_002344410.1	WP_002779026.1	2e-126	84.38	false	complement(948025..948795)	781914..782684
YP_002344411.1	WP_002782148.1	9e-139	71.43	false	complement(948792..949844)	780874..781914
YP_002344412.1	WP_002779036.1	2e-119	75.86	false	complement(949844..950740)	779912..780871
YP_002344413.1	WP_002779043.1	9e-174	80.34	false	complement(950759..951868)	778795..779904
YP_002344414.1	WP_002783301.1	4e-177	80.05	false	complement(951890..953005)	777670..778785
YP_002344415.1	WP_002779047.1	2e-70	85.82	false	complement(953036..953470)	777203..777634
YP_002344416.1	WP_002779049.1	6e-14	54.55	false	complement(953479..953670)	776993..777193
YP_002344417.1	WP_002779051.1	1e-87	94.64	false	complement(953723..954229)	776433..776939
YP_002344418.1	WP_002779054.1	0.0	88.34	false	complement(954238..955269)	775388..776419
YP_002344419.1	WP_002790196.1	0.0	83.83	false	complement(955269..956570)	774090..775388
YP_002344420.1	WP_002779058.1	6e-69	79.87	false	complement(956627..957076)	773592..774041
YP_002344421.1	WP_002779060.1	7e-84	86.71	false	complement(957052..957567)	773095..773616
YP_002344422.1	WP_002779062.1	0.0	90.62	false	complement(957631..960222)	770460..773027
YP_002344423.1	WP_002779063.1	1e-72	72.25	false	complement(960263..960838)	769845..770420
YP_002344424.1	WP_002779064.1	7e-98	77.1	false	complement(960835..961479)	769204..769848
YP_002344425.1	WP_002837927.1	0.0	100	false	complement(961556..963352)	767317..769113
YP_002344426.1	WP_002779066.1	0.0	98.35	false	963479..964753	complement(765917..767191)
YP_002344427.1	WP_002786141.1	8e-137	98.37	false	964750..965490	complement(765180..765920)
YP_002344428.1	WP_021033707.1	0.0	99.2	false	965493..968510	complement(762160..765177)
YP_002344429.1	WP_021033706.1	2e-154	98.88	false	complement(968534..969340)	761330..762136
YP_002344430.1	WP_002779070.1	5e-125	88.7	false	complement(969341..970060)	760609..761328
YP_002344431.1	WP_002790188.1	2e-20	61.45	false	complement(970060..970311)	760373..760609
YP_002344432.1	WP_002779072.1	0.0	95.84	false	complement(970315..971760)	758931..760373
YP_002344433.1	WP_002779074.1	0.0	94.06	false	971900..973063	complement(757633..758796)
YP_002344434.1	WP_002780313.1	1e-157	81.44	false	973060..974088	complement(756620..757636)
YP_002344435.1	WP_002779078.1	3e-175	79.27	false	complement(974059..975222)	755467..756627
YP_002344436.1	WP_002783315.1	2e-134	84.04	false	complement(975230..976081)	754605..755459
YP_002344437.1	WP_002779082.1	2e-154	87.84	false	complement(976144..977034)	753652..754542
YP_002344438.1	WP_002780305.1	1e-100	83	false	complement(977031..977636)	753032..753637
YP_002344439.1	WP_021033705.1	0.0	95.01	false	complement(977626..978771)	751897..753042
YP_002344440.1	WP_002779092.1	1e-140	93.8	false	complement(978774..979550)	751118..751894
YP_002344441.1	WP_002791519.1	1e-141	89.47	false	complement(979553..980356)	750314..751114
YP_002344442.1	WP_002779095.1	4e-28	96.83	false	complement(980353..980544)	750123..750314
YP_002344443.1	WP_002805005.1	0.0	96.71	false	complement(980554..981651)	745938..747038
YP_002344444.1	WP_002780291.1	1e-93	84.5	false	complement(981655..982254)	745331..745933
YP_002344445.1	WP_021033703.1	5e-130	92.27	false	complement(982247..982948)	744637..745338
YP_002344446.1	WP_021033702.1	0.0	97.91	false	complement(982991..987010)	740575..744594
YP_002344447.1	WP_021033701.1	0.0	95.1	false	complement(987019..989229)	738359..740566
YP_002344448.1	WP_002779109.1	6e-54	96.55	false	complement(989219..989569)	738016..738366
YP_002344449.1	WP_002791525.1	0.0	98.61	false	complement(989562..990860)	736728..738023
YP_002344450.1	WP_002844947.1	3e-146	51.4	false	complement(990924..992897)	733776..735290
YP_002344451.1	WP_002794130.1	2e-133	86.1	false	complement(992909..993685)	732478..733257
YP_002344452.1	WP_002777040.1	5e-21	84.21	false	complement(993678..993851)	732312..732485
YP_002344453.1	WP_002786377.1	0.0	93.18	false	complement(993848..995305)	730861..732315
YP_002344454.1	WP_002786374.1	0.0	89.82	false	complement(995315..996676)	729497..730864
YP_002344456.1	WP_021033698.1	0.0	87.01	false	complement(996777..999530)	726629..729385
YP_002344457.1	WP_002780268.1	8e-177	81.44	false	999629..1000717	complement(725450..726538)
YP_002344458.1	WP_002799258.1	5e-58	88.6	false	1000729..1001154	complement(725094..725438)
YP_002344459.1	WP_002790529.1	9e-102	84.58	false	1001837..1002442	complement(723723..724328)
YP_002344460.1	WP_021033696.1	4e-79	85.31	false	1002567..1003103	complement(723036..723572)
YP_002344461.1	WP_021033695.1	3e-163	80.05	false	1003100..1004206	complement(721936..723039)
YP_002344463.1	WP_002777082.1	1e-65	96.8	false	1005152..1005529	complement(718161..718538)
YP_002344464.1	WP_002777084.1	5e-72	76.63	false	1005538..1006089	complement(717604..718152)
YP_002344465.1	WP_002777087.1	9e-47	98.84	false	1006100..1006360	complement(717333..717593)
YP_002344466.1	WP_002783351.1	0.0	90.39	false	complement(1006421..1008796)	714901..717276
YP_002344467.1	WP_002777091.1	2e-114	88.84	false	complement(1008813..1009460)	714238..714885
YP_002344468.1	WP_002777093.1	2e-69	96.9	false	1009621..1010010	complement(713685..714074)
YP_002344469.1	WP_002780246.1	8e-113	80.42	false	1010010..1010741	complement(712948..713685)
YP_002344470.1	WP_002777852.1	2e-15	50	false	1010738..1011040	complement(712646..712951)
YP_002344471.1	WP_021033693.1	4e-49	50.45	false	1011037..1011699	complement(711985..712653)
YP_002344472.1	WP_002777117.1	6e-45	57.05	false	1011696..1012148	complement(711536..711988)
YP_002344473.1	WP_002777119.1	2e-80	68.42	false	complement(1012145..1012774)	710914..711543
YP_002344474.1	WP_002777120.1	5e-94	79.52	false	complement(1012752..1013384)	710304..710936
YP_002344475.1	WP_002786353.1	1e-145	90.37	false	complement(1013374..1014186)	709502..710314
YP_002344476.1	WP_002777124.1	2e-93	74.01	false	complement(1014183..1014869)	708819..709502
YP_002344477.1	WP_002777127.1	3e-121	80.63	false	complement(1014866..1015627)	708058..708822
YP_002344478.1	WP_021033692.1	0.0	79.12	false	complement(1015629..1018565)	705121..708057
YP_002344479.1	WP_002791735.1	3e-54	79.39	false	complement(1018565..1018960)	704726..705121
YP_002344480.1	WP_002777140.1	5e-164	90	false	complement(1018897..1019799)	703887..704789
YP_002344481.1	WP_002791730.1	1e-139	63.29	false	complement(1019786..1020970)	702713..703900
YP_002344482.1	WP_002780232.1	0.0	79.05	false	complement(1020936..1022333)	701338..702741
YP_002344483.1	WP_002777144.1	2e-82	82.94	false	complement(1022317..1022829)	700842..701354
YP_002344484.1	WP_021033733.1	3e-31	22.79	true	complement(1022826..1025255)	1010656..1013268
YP_002344485.1	WP_002777148.1	3e-174	91.64	false	complement(1025265..1026236)	697434..698405
YP_002344486.1	WP_002787914.1	0.0	92.59	false	complement(1026236..1027816)	695854..697434
YP_002344487.1	WP_002777154.1	7e-48	98.89	false	complement(1027809..1028081)	695589..695861
YP_002344488.1	WP_002783373.1	0.0	80.97	false	1028054..1029379	complement(694297..695616)
YP_002344489.1	WP_002777165.1	0.0	94.22	false	complement(1029616..1030812)	690602..691801
YP_002344490.1	WP_021033690.1	0.0	85.01	false	1030953..1032176	complement(689227..690450)
YP_002344491.1	WP_002777170.1	5e-147	83.28	false	1032186..1033073	complement(688340..689221)
YP_002344492.1	WP_002782169.1	0.0	77.23	false	1033077..1034798	complement(686615..688330)
YP_002344493.1	WP_002777175.1	2e-63	79.31	false	1034792..1035229	complement(686178..686615)
YP_002344494.1	WP_002793656.1	0.0	71.78	false	1035226..1037301	complement(684121..686181)
YP_002344495.1	WP_002777177.1	2e-120	76.47	false	1037298..1038116	complement(683306..684124)
YP_002344496.1	WP_002777178.1	1e-33	89.19	false	1038110..1038337	complement(683085..683312)
YP_002344497.1	WP_002783708.1	3e-106	73.05	false	1038334..1039101	complement(682318..683088)
YP_002344498.1	WP_002777180.1	1e-74	88.67	false	1039098..1039550	complement(681869..682321)
YP_002344499.1	WP_002777181.1	2e-91	83.7	false	1039561..1040163	complement(681254..681859)
YP_002344500.1	WP_002777182.1	1e-41	77.08	false	1040163..1040453	complement(680964..681254)
YP_002344501.1	WP_002783705.1	0.0	84.49	false	1040450..1042579	complement(678850..680967)
